din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2024-01-02 14:00:00;NE;NORDESTE;SE;SUDESTE;-694.88
2024-01-02 14:00:00;SE;SUDESTE;S;SUL;-3374.256
2024-01-02 15:00:00;N;NORTE;NE;NORDESTE;1251.405
2024-01-02 15:00:00;N;NORTE;SE;SUDESTE;-1680.294
2024-01-02 15:00:00;NE;NORDESTE;SE;SUDESTE;-694.519
2024-01-02 15:00:00;SE;SUDESTE;S;SUL;-3342.18
2024-01-02 16:00:00;N;NORTE;NE;NORDESTE;1729.257
2024-01-02 16:00:00;N;NORTE;SE;SUDESTE;-2158.89
2024-01-02 16:00:00;NE;NORDESTE;SE;SUDESTE;-1449.843
2024-01-02 16:00:00;SE;SUDESTE;S;SUL;-4218.93
2024-01-02 17:00:00;N;NORTE;NE;NORDESTE;1866.799
2024-01-02 17:00:00;N;NORTE;SE;SUDESTE;-2259.168
2024-01-02 17:00:00;NE;NORDESTE;SE;SUDESTE;-1673.109
2024-01-02 17:00:00;SE;SUDESTE;S;SUL;-4407.313
2024-01-02 18:00:00;N;NORTE;NE;NORDESTE;2008.702
2024-01-02 18:00:00;N;NORTE;SE;SUDESTE;-1957.653
2024-01-02 18:00:00;NE;NORDESTE;SE;SUDESTE;-1351.791
2024-01-02 18:00:00;SE;SUDESTE;S;SUL;-4364.657
2024-01-02 19:00:00;N;NORTE;NE;NORDESTE;2168.928
2024-01-02 19:00:00;N;NORTE;SE;SUDESTE;-1921.943
2024-01-02 19:00:00;NE;NORDESTE;SE;SUDESTE;-1179.604
2024-01-02 19:00:00;SE;SUDESTE;S;SUL;-3461.946
2024-01-02 20:00:00;N;NORTE;NE;NORDESTE;2143.772
2024-01-02 20:00:00;N;NORTE;SE;SUDESTE;-2002.172
2024-01-02 20:00:00;NE;NORDESTE;SE;SUDESTE;-1311.208
2024-01-02 20:00:00;SE;SUDESTE;S;SUL;-3163.741
2024-01-02 21:00:00;N;NORTE;NE;NORDESTE;2417.335
2024-01-02 21:00:00;N;NORTE;SE;SUDESTE;-2120.786
2024-01-02 21:00:00;NE;NORDESTE;SE;SUDESTE;-1565.11999999
2024-01-02 21:00:00;SE;SUDESTE;S;SUL;-3517.971
2024-01-02 22:00:00;N;NORTE;NE;NORDESTE;2560.964
2024-01-02 22:00:00;N;NORTE;SE;SUDESTE;-2433.722
2024-01-02 22:00:00;NE;NORDESTE;SE;SUDESTE;-2006.213
2024-01-02 22:00:00;SE;SUDESTE;S;SUL;-4206.353
2024-01-02 23:00:00;N;NORTE;NE;NORDESTE;2528.572
2024-01-02 23:00:00;N;NORTE;SE;SUDESTE;-3207.046
2024-01-02 23:00:00;NE;NORDESTE;SE;SUDESTE;-2582.031
2024-01-02 23:00:00;SE;SUDESTE;S;SUL;-4979.689
2024-01-03 00:00:00;N;NORTE;NE;NORDESTE;3143.61
2024-01-03 00:00:00;N;NORTE;SE;SUDESTE;-4226.48899999
2024-01-03 00:00:00;NE;NORDESTE;SE;SUDESTE;-3095.157
2024-01-03 00:00:00;SE;SUDESTE;S;SUL;-5359.073
2024-01-03 01:00:00;N;NORTE;NE;NORDESTE;3239.725
2024-01-03 01:00:00;N;NORTE;SE;SUDESTE;-4617.75
2024-01-03 01:00:00;NE;NORDESTE;SE;SUDESTE;-3288.848
2024-01-03 01:00:00;SE;SUDESTE;S;SUL;-5408.401
2024-01-03 02:00:00;N;NORTE;NE;NORDESTE;3251.012
2024-01-03 02:00:00;N;NORTE;SE;SUDESTE;-4470.923
2024-01-03 02:00:00;NE;NORDESTE;SE;SUDESTE;-3075.375
2024-01-03 02:00:00;SE;SUDESTE;S;SUL;-4798.358
2024-01-03 03:00:00;N;NORTE;NE;NORDESTE;3346.904
2024-01-03 03:00:00;N;NORTE;SE;SUDESTE;-4400.81099999
2024-01-03 03:00:00;NE;NORDESTE;SE;SUDESTE;-3055.067
2024-01-03 03:00:00;SE;SUDESTE;S;SUL;-4627.512
2024-01-03 04:00:00;N;NORTE;NE;NORDESTE;3243.873
2024-01-03 04:00:00;N;NORTE;SE;SUDESTE;-4198.143
2024-01-03 04:00:00;NE;NORDESTE;SE;SUDESTE;-2706.957
2024-01-03 04:00:00;SE;SUDESTE;S;SUL;-4654.198
2024-01-03 05:00:00;N;NORTE;NE;NORDESTE;2747.551
2024-01-03 05:00:00;N;NORTE;SE;SUDESTE;-3851.844
2024-01-03 05:00:00;NE;NORDESTE;SE;SUDESTE;-2290.944
2024-01-03 05:00:00;SE;SUDESTE;S;SUL;-5387.753
2024-01-03 06:00:00;N;NORTE;NE;NORDESTE;1974.574
2024-01-03 06:00:00;N;NORTE;SE;SUDESTE;-3035.347
2024-01-03 06:00:00;NE;NORDESTE;SE;SUDESTE;-2027.918
2024-01-03 06:00:00;SE;SUDESTE;S;SUL;-5878.16299999
2024-01-03 07:00:00;N;NORTE;NE;NORDESTE;1602.891
2024-01-03 07:00:00;N;NORTE;SE;SUDESTE;-2395.415
2024-01-03 07:00:00;NE;NORDESTE;SE;SUDESTE;-1714.567
2024-01-03 07:00:00;SE;SUDESTE;S;SUL;-5662.722
2024-01-03 08:00:00;N;NORTE;NE;NORDESTE;1294.74399999
2024-01-03 08:00:00;N;NORTE;SE;SUDESTE;-2055.654
2024-01-03 08:00:00;NE;NORDESTE;SE;SUDESTE;-1366.663
2024-01-03 08:00:00;SE;SUDESTE;S;SUL;-5481.28799999
2024-01-03 09:00:00;N;NORTE;NE;NORDESTE;839.88199999
2024-01-03 09:00:00;N;NORTE;SE;SUDESTE;-1460.887
2024-01-03 09:00:00;NE;NORDESTE;SE;SUDESTE;-667.511
2024-01-03 09:00:00;SE;SUDESTE;S;SUL;-5127.537
2024-01-03 10:00:00;N;NORTE;NE;NORDESTE;421.447
2024-01-03 10:00:00;N;NORTE;SE;SUDESTE;-1080.94
2024-01-03 10:00:00;NE;NORDESTE;SE;SUDESTE;-306.004
2024-01-03 10:00:00;SE;SUDESTE;S;SUL;-4823.47
2024-01-03 11:00:00;N;NORTE;NE;NORDESTE;337.139
